geoname_id,locale_code,continent_code,continent_name,country_iso_code,country_name,subdivision_1_iso_code,subdivision_1_name,subdivision_2_iso_code,subdivision_2_name,city_name,metro_code,time_zone
18918,en,EU,Europe,CY,Cyprus,04,Ammochostos,,,Protaras,,Asia/Nicosia
49518,en,AF,Africa,RW,Rwanda,,,,,,,Africa/Kigali
51537,en,AF,Africa,SO,Somalia,,,,,,,Africa/Mogadishu
53654,en,AF,Africa,SO,Somalia,BN,Banaadir,,,Mogadishu,,Africa/Mogadishu
57289,en,AF,Africa,SO,Somalia,WO,"Woqooyi Galbeed",,,Hargeysa,,Africa/Mogadishu
69543,en,AS,Asia,YE,Yemen,,,,,,,Asia/Aden
71136,en,AS,Asia,YE,Yemen,HD,"Muhafazat Hadramawt",,,Sana',,Asia/Aden
71137,en,AS,Asia,YE,Yemen,SN,Sanaa,,,Sanaa,,Asia/Aden
75441,en,AS,Asia,YE,Yemen,SN,Sanaa,,,Haddah,,Asia/Aden
77843,en,AS,Asia,YE,Yemen,HU,"Muhafazat al Hudaydah",,,"As Salif",,Asia/Aden
88319,en,AF,Africa,LY,Libya,BA,"Sha'biyat Banghazi",,,Benghazi,,Africa/Tripoli
90552,en,AS,Asia,IQ,Iraq,AN,Anbar,,,Sulaymaniyah,,Asia/Baghdad
94787,en,AS,Asia,IQ,Iraq,TS,"Muhafazat Kirkuk",,,Kirkuk,,Asia/Baghdad
94824,en,AS,Asia,IQ,Iraq,KA,"Muhafazat Karbala'",,,Karbala,,Asia/Baghdad
95445,en,AS,Asia,IQ,Iraq,AR,"Muhafazat Arbil",,,,,Asia/Baghdad
95446,en,AS,Asia,IQ,Iraq,AR,"Muhafazat Arbil",,,Erbil,,Asia/Baghdad
96966,en,AS,Asia,IQ,Iraq,WA,"Muhafazat Wasit",,,Diwaniyah,,Asia/Baghdad
96991,en,AS,Asia,IQ,Iraq,DA,Dihok,,,Dihawk,,Asia/Baghdad
98182,en,AS,Asia,IQ,Iraq,BG,"Mayorality of Baghdad",,,Baghdad,,Asia/Baghdad
98860,en,AS,Asia,IQ,Iraq,NA,"An Najaf",,,Najaf,,Asia/Baghdad
99072,en,AS,Asia,IQ,Iraq,NI,"Muhafazat Ninawa",,,Mosul,,Asia/Baghdad
99237,en,AS,Asia,IQ,Iraq,,,,,,,Asia/Baghdad
99347,en,AS,Asia,IQ,Iraq,BB,"Muhafazat Babil",,,"Al Hillah",,Asia/Baghdad
99532,en,AS,Asia,IQ,Iraq,BA,"Basra Governorate",,,Basrah,,Asia/Baghdad
99608,en,AS,Asia,IQ,Iraq,MA,Maysan,,,"Al 'Amarah",,Asia/Baghdad
100425,en,AS,Asia,SA,"Saudi Arabia",03,"Al Madinah al Munawwarah",,,Yanbu,,Asia/Riyadh
101384,en,AS,Asia,SA,"Saudi Arabia",,,,,"At Tuwal",,Asia/Riyadh
101554,en,AS,Asia,SA,"Saudi Arabia",04,"Eastern Province",,,Tarut,,Asia/Riyadh
101628,en,AS,Asia,SA,"Saudi Arabia",07,Tabuk,,,Tabuk,,Asia/Riyadh
102318,en,AS,Asia,SA,"Saudi Arabia",04,"Eastern Province",,,Sayhat,,Asia/Riyadh
102358,en,AS,Asia,SA,"Saudi Arabia",,,,,,,Asia/Riyadh
102527,en,AS,Asia,SA,"Saudi Arabia",12,"Al Jawf",,,Sakakah,,Asia/Riyadh
102585,en,AS,Asia,SA,"Saudi Arabia",04,"Eastern Province",,,Safwa,,Asia/Riyadh
102891,en,AS,Asia,SA,"Saudi Arabia",04,"Eastern Province",,,"Ras Tanura",,Asia/Riyadh
102912,en,AS,Asia,SA,"Saudi Arabia",04,"Eastern Province",,,"Ra's al Khafji",,Asia/Riyadh
103035,en,AS,Asia,SA,"Saudi Arabia",02,"Makkah Province",,,Rabigh,,Asia/Riyadh
103369,en,AS,Asia,SA,"Saudi Arabia",14,'Asir,,,Bisha,,Asia/Riyadh
103630,en,AS,Asia,SA,"Saudi Arabia",10,Najran,,,Najran,,Asia/Riyadh
104514,en,AS,Asia,SA,"Saudi Arabia",02,"Makkah Province",,,,,Asia/Riyadh
104515,en,AS,Asia,SA,"Saudi Arabia",02,"Makkah Province",,,Mecca,,Asia/Riyadh
104923,en,AS,Asia,SA,"Saudi Arabia",02,"Makkah Province",,,Khulays,,Asia/Riyadh
105072,en,AS,Asia,SA,"Saudi Arabia",14,'Asir,,,"Khamis Mushait",,Asia/Riyadh
105298,en,AS,Asia,SA,"Saudi Arabia",09,Jizan,,,,,Asia/Riyadh
105299,en,AS,Asia,SA,"Saudi Arabia",09,Jizan,,,Jizan,,Asia/Riyadh
105343,en,AS,Asia,SA,"Saudi Arabia",02,"Makkah Province",,,Jeddah,,Asia/Riyadh
106281,en,AS,Asia,SA,"Saudi Arabia",06,"Hai'l Region",,,Ha'il,,Asia/Riyadh
106298,en,AS,Asia,SA,"Saudi Arabia",06,"Hai'l Region",,,"Al Hufayr",,Asia/Riyadh
107304,en,AS,Asia,SA,"Saudi Arabia",05,Al-Qassim,,,Buraidah,,Asia/Riyadh
107312,en,AS,Asia,SA,"Saudi Arabia",04,"Eastern Province",,,Abqaiq,,Asia/Riyadh
107797,en,AS,Asia,SA,"Saudi Arabia",04,"Eastern Province",,,Dhahran,,Asia/Riyadh
107968,en,AS,Asia,SA,"Saudi Arabia",02,"Makkah Province",,,Ta'if,,Asia/Riyadh
108179,en,AS,Asia,SA,"Saudi Arabia",14,'Asir,,,,,Asia/Riyadh
108410,en,AS,Asia,SA,"Saudi Arabia",01,"Ar Riyāḑ",,,Riyadh,,Asia/Riyadh
108411,en,AS,Asia,SA,"Saudi Arabia",01,"Ar Riyāḑ",,,,,Asia/Riyadh
108927,en,AS,Asia,SA,"Saudi Arabia",04,"Eastern Province",,,"Al Qatif",,Asia/Riyadh
109223,en,AS,Asia,SA,"Saudi Arabia",03,"Al Madinah al Munawwarah",,,Medina,,Asia/Riyadh
109253,en,AS,Asia,SA,"Saudi Arabia",02,"Makkah Province",,,"Al Lith",,Asia/Riyadh
109323,en,AS,Asia,SA,"Saudi Arabia",04,"Eastern Province",,,Khobar,,Asia/Riyadh
109417,en,AS,Asia,SA,"Saudi Arabia",02,"Makkah Province",,,"Al Jumum",,Asia/Riyadh
109435,en,AS,Asia,SA,"Saudi Arabia",04,"Eastern Province",,,Jubail,,Asia/Riyadh
109436,en,AS,Asia,SA,"Saudi Arabia",04,"Eastern Province",,,"Al Jubayl",,Asia/Riyadh
109571,en,AS,Asia,SA,"Saudi Arabia",04,"Eastern Province",,,"Al Hufuf",,Asia/Riyadh
109953,en,AS,Asia,SA,"Saudi Arabia",11,"Al Bahah",,,"Al Bahah",,Asia/Riyadh
110336,en,AS,Asia,SA,"Saudi Arabia",04,"Eastern Province",,,Dammam,,Asia/Riyadh
110690,en,AS,Asia,SA,"Saudi Arabia",14,'Asir,,,Abha,,Asia/Riyadh
110791,en,AS,Asia,IR,Iran,07,"Ostan-e Tehran",,,,,Asia/Tehran
111453,en,AS,Asia,IR,Iran,11,Zanjan,,,Zanjan,,Asia/Tehran
111613,en,AS,Asia,IR,Iran,14,Fars,,,Zahedan,,Asia/Tehran
111821,en,AS,Asia,IR,Iran,25,Yazd,,,,,Asia/Tehran
111822,en,AS,Asia,IR,Iran,25,Yazd,,,Yazd,,Asia/Tehran
112214,en,AS,Asia,IR,Iran,07,"Ostan-e Tehran",,,Varamin,,Asia/Tehran
112656,en,AS,Asia,IR,Iran,21,"Māzandarān",,,Tonekabon,,Asia/Tehran
113646,en,AS,Asia,IR,Iran,01,"East Azerbaijan",,,Tabriz,,Asia/Tehran
114930,en,AS,Asia,IR,Iran,31,"Ostan-e Khorasan-e Shomali",,,Shirvan,,Asia/Tehran
115019,en,AS,Asia,IR,Iran,14,Fars,,,Shiraz,,Asia/Tehran
116401,en,AS,Asia,IR,Iran,12,"Semnān",,,,,Asia/Tehran
116402,en,AS,Asia,IR,Iran,12,"Semnān",,,Semnan,,Asia/Tehran
116996,en,AS,Asia,IR,Iran,21,"Māzandarān",,,Sari,,Asia/Tehran
117574,en,AS,Asia,IR,Iran,16,"Ostan-e Kordestan",,,Sanandij,,Asia/Tehran
118063,en,AS,Asia,IR,Iran,30,"Razavi Khorasan",,,Sabzevar,,Asia/Tehran
118704,en,AS,Asia,IR,Iran,15,Kerman,,,Ravar,,Asia/Tehran
118743,en,AS,Asia,IR,Iran,19,"Ostan-e Gilan",,,Rasht,,Asia/Tehran
118994,en,AS,Asia,IR,Iran,15,Kerman,,,Rafsanjan,,Asia/Tehran
119505,en,AS,Asia,IR,Iran,28,"Ostan-e Qazvin",,,Qazvin,,Asia/Tehran
121801,en,AS,Asia,IR,Iran,02,"Ostan-e Azarbayjan-e Gharbi",,,Urmia,,Asia/Tehran
122397,en,AS,Asia,IR,Iran,21,"Māzandarān",,,Neka,,Asia/Tehran
124085,en,AS,Asia,IR,Iran,02,"Ostan-e Azarbayjan-e Gharbi",,,Miandoab,,Asia/Tehran
124544,en,AS,Asia,IR,Iran,21,"Māzandarān",,,,,Asia/Tehran
124665,en,AS,Asia,IR,Iran,30,"Razavi Khorasan",,,Mashhad,,Asia/Tehran
124763,en,AS,Asia,IR,Iran,22,Markazi,,,,,Asia/Tehran
124862,en,AS,Asia,IR,Iran,01,"East Azerbaijan",,,Marand,,Asia/Tehran
125185,en,AS,Asia,IR,Iran,24,"Ostan-e Hamadan",,,Malayer,,Asia/Tehran
126584,en,AS,Asia,IR,Iran,16,"Ostan-e Kordestan",,,,,Asia/Tehran
126914,en,AS,Asia,IR,Iran,23,Hormozgan,,,Kish,,Asia/Tehran
126972,en,AS,Asia,IR,Iran,02,"Ostan-e Azarbayjan-e Gharbi",,,Khvoy,,Asia/Tehran
127082,en,AS,Asia,IR,Iran,10,Khuzestan,,,,,Asia/Tehran
128226,en,AS,Asia,IR,Iran,17,"Ostan-e Kermanshah",,,Kermanshah,,Asia/Tehran
128231,en,AS,Asia,IR,Iran,15,Kerman,,,,,Asia/Tehran
128234,en,AS,Asia,IR,Iran,15,Kerman,,,Kerman,,Asia/Tehran
128476,en,AS,Asia,IR,Iran,04,Isfahan,,,Kashan,,Asia/Tehran
128747,en,AS,Asia,IR,Iran,32,Alborz,,,Karaj,,Asia/Tehran
130758,en,AS,Asia,IR,Iran,,,,,,,Asia/Tehran
130801,en,AS,Asia,IR,Iran,05,"Ostan-e Ilam",,,,,Asia/Tehran
130802,en,AS,Asia,IR,Iran,05,"Ostan-e Ilam",,,Ilam,,Asia/Tehran
131222,en,AS,Asia,IR,Iran,23,Hormozgan,,,,,Asia/Tehran
132142,en,AS,Asia,IR,Iran,24,"Ostan-e Hamadan",,,,,Asia/Tehran
132144,en,AS,Asia,IR,Iran,24,"Ostan-e Hamadan",,,Hamadan,,Asia/Tehran
132892,en,AS,Asia,IR,Iran,27,"Ostan-e Golestan",,,Gorgan,,Asia/Tehran
134217,en,AS,Asia,IR,Iran,06,Bushehr,,,"Bandar-e Ganaveh",,Asia/Tehran
134747,en,AS,Asia,IR,Iran,08,"Ostan-e Chahar Mahal va Bakhtiari",,,Farsun,,Asia/Tehran
134766,en,AS,Asia,IR,Iran,14,Fars,,,,,Asia/Tehran
139677,en,AS,Asia,IR,Iran,08,"Ostan-e Chahar Mahal va Bakhtiari",,,,,Asia/Tehran
139816,en,AS,Asia,IR,Iran,06,Bushehr,,,,,Asia/Tehran
139817,en,AS,Asia,IR,Iran,06,Bushehr,,,"Bandar Būshehr",,Asia/Tehran
142363,en,AS,Asia,IR,Iran,21,"Māzandarān",,,Babol,,Asia/Tehran
142549,en,AS,Asia,IR,Iran,01,"East Azerbaijan",,,,,Asia/Tehran
142550,en,AS,Asia,IR,Iran,02,"Ostan-e Azarbayjan-e Gharbi",,,,,Asia/Tehran
143127,en,AS,Asia,IR,Iran,22,Markazi,,,Arak,,Asia/Tehran
144448,en,AS,Asia,IR,Iran,10,Khuzestan,,,Ahvaz,,Asia/Tehran
145531,en,AF,Africa,AO,Angola,LSU,"Lunda Sul",,,Saurimo,,Africa/Luanda
145724,en,AF,Africa,AO,Angola,LNO,"Luanda Norte",,,Lucapa,,Africa/Luanda
145959,en,EU,Europe,CY,Cyprus,05,Pafos,,,Geroskipou,,Asia/Nicosia
145981,en,EU,Europe,CY,Cyprus,01,Nicosia,,,Tseri,,Asia/Nicosia
146040,en,EU,Europe,CY,Cyprus,03,Larnaka,,,Tersefanou,,Asia/Nicosia
146054,en,EU,Europe,CY,Cyprus,01,Nicosia,,,Strovolos,,Asia/Nicosia
146068,en,EU,Europe,CY,Cyprus,04,Ammochostos,,,Sotira,,Asia/Nicosia
146150,en,EU,Europe,CY,Cyprus,02,Limassol,,,Pissouri,,Asia/Nicosia
146154,en,EU,Europe,CY,Cyprus,04,Ammochostos,,,Frenaros,,Asia/Nicosia
146175,en,EU,Europe,CY,Cyprus,05,Pafos,,,Pegeia,,Asia/Nicosia
146182,en,EU,Europe,CY,Cyprus,04,Ammochostos,,,Perivolia,,Asia/Nicosia
146209,en,EU,Europe,CY,Cyprus,04,Ammochostos,,,Paralimni,,Asia/Nicosia
146213,en,EU,Europe,CY,Cyprus,05,Pafos,,,,,Asia/Nicosia
146214,en,EU,Europe,CY,Cyprus,05,Pafos,,,Paphos,,Asia/Nicosia
146263,en,EU,Europe,CY,Cyprus,01,Nicosia,,,Oikos,,Asia/Nicosia
146267,en,EU,Europe,CY,Cyprus,01,Nicosia,,,,,Asia/Nicosia
146268,en,EU,Europe,CY,Cyprus,01,Nicosia,,,Nicosia,,Asia/Nicosia
146319,en,EU,Europe,CY,Cyprus,03,Larnaka,,,Mazotos,,Asia/Nicosia
146340,en,EU,Europe,CY,Cyprus,02,Limassol,,,Mandria,,Asia/Nicosia
146368,en,EU,Europe,CY,Cyprus,02,Limassol,,,Lofou,,Asia/Nicosia
146384,en,EU,Europe,CY,Cyprus,02,Limassol,,,Limassol,,Asia/Nicosia
146395,en,EU,Europe,CY,Cyprus,01,Nicosia,,,Latsia,,Asia/Nicosia
146398,en,EU,Europe,CY,Cyprus,03,Larnaka,,,,,Asia/Nicosia
146400,en,EU,Europe,CY,Cyprus,03,Larnaka,,,Larnaca,,Asia/Nicosia
146412,en,EU,Europe,CY,Cyprus,06,Keryneia,,,Kyrenia,,Asia/Nicosia
146472,en,EU,Europe,CY,Cyprus,05,Pafos,,,Kissonerga,,Asia/Nicosia
146490,en,EU,Europe,CY,Cyprus,05,Pafos,,,Chlorakas,,Asia/Nicosia
146516,en,EU,Europe,CY,Cyprus,02,Limassol,,,"Kato Polemidia",,Asia/Nicosia
146615,en,EU,Europe,CY,Cyprus,04,Ammochostos,,,,,Asia/Nicosia
146617,en,EU,Europe,CY,Cyprus,04,Ammochostos,,,Famagusta,,Asia/Nicosia
146619,en,EU,Europe,CY,Cyprus,01,Nicosia,,,Aglantzia,,Asia/Nicosia
146628,en,EU,Europe,CY,Cyprus,02,Limassol,,,Erimi,,Asia/Nicosia
146666,en,EU,Europe,CY,Cyprus,01,Nicosia,,,Dali,,Asia/Nicosia
146669,en,EU,Europe,CY,Cyprus,,,,,,,Asia/Nicosia
146708,en,EU,Europe,CY,Cyprus,04,Ammochostos,,,"Agios Nikolaos",,Asia/Nicosia
146732,en,EU,Europe,CY,Cyprus,01,Nicosia,,,"Agios Dometios",,Asia/Nicosia
146735,en,EU,Europe,CY,Cyprus,02,Limassol,,,"Saint Athanasios",,Asia/Nicosia
146748,en,EU,Europe,CY,Cyprus,04,Ammochostos,,,"Ayia Napa",,Asia/Nicosia
146768,en,EU,Europe,CY,Cyprus,03,Larnaka,,,Athienou,,Asia/Nicosia
146796,en,EU,Europe,CY,Cyprus,03,Larnaka,,,Aradippou,,Asia/Nicosia
147429,en,AS,Asia,AZ,Azerbaijan,NX,Nakhichevan,BAB,"Babek Rayon",Nakhchivan,,Asia/Baku
147982,en,AS,Asia,AZ,Azerbaijan,IMI,"Imishli Rayon",,,Imishli,,Asia/Baku
148730,en,AF,Africa,TZ,Tanzania,15,"Zanzibar Urban/West",,,Zanzibar,,Africa/Dar_es_Salaam
148842,en,AF,Africa,TZ,Tanzania,06,"Pemba North",,,Wete,,Africa/Dar_es_Salaam
149590,en,AF,Africa,TZ,Tanzania,,,,,,,Africa/Dar_es_Salaam
149606,en,AF,Africa,TZ,Tanzania,25,Tanga,,,Tanga,,Africa/Dar_es_Salaam
149658,en,AF,Africa,TZ,Tanzania,24,Tabora,,,Tabora,,Africa/Dar_es_Salaam
149703,en,AF,Africa,TZ,Tanzania,20,Rukwa,,,Sumbawanga,,Africa/Dar_es_Salaam
149879,en,AF,Africa,TZ,Tanzania,23,Singida,,,Singida,,Africa/Dar_es_Salaam
150006,en,AF,Africa,TZ,Tanzania,22,Shinyanga,,,Shinyanga,,Africa/Dar_es_Salaam
152224,en,AF,Africa,TZ,Tanzania,18,Mwanza,,,Mwanza,,Africa/Dar_es_Salaam
152451,en,AF,Africa,TZ,Tanzania,13,Mara,,,Musoma,,Africa/Dar_es_Salaam
153209,en,AF,Africa,TZ,Tanzania,09,Kilimanjaro,,,Moshi,,Africa/Dar_es_Salaam
153220,en,AF,Africa,TZ,Tanzania,16,Morogoro,,,Morogoro,,Africa/Dar_es_Salaam
154380,en,AF,Africa,TZ,Tanzania,14,Mbeya,,,Mbeya,,Africa/Dar_es_Salaam
156589,en,AF,Africa,TZ,Tanzania,11,"Zanzibar Central/South",,,Koani,,Africa/Dar_es_Salaam
156951,en,AF,Africa,TZ,Tanzania,19,Pwani,,,Kisiju,,Africa/Dar_es_Salaam
157738,en,AF,Africa,TZ,Tanzania,08,Kigoma,,,Kigoma,,Africa/Dar_es_Salaam
159071,en,AF,Africa,TZ,Tanzania,04,Iringa,,,Iringa,,Africa/Dar_es_Salaam
159936,en,AF,Africa,TZ,Tanzania,07,"Zanzibar North",,,Gamba,,Africa/Dar_es_Salaam
160196,en,AF,Africa,TZ,Tanzania,03,Dodoma,,,Dodoma,,Africa/Dar_es_Salaam
160263,en,AF,Africa,TZ,Tanzania,02,"Dar es Salaam Region",,,"Dar es Salaam",,Africa/Dar_es_Salaam
160677,en,AF,Africa,TZ,Tanzania,10,"Pemba South",,,"Chake Chake",,Africa/Dar_es_Salaam
160961,en,AF,Africa,TZ,Tanzania,05,Kagera,,,Bukoba,,Africa/Dar_es_Salaam
161312,en,AF,Africa,TZ,Tanzania,26,Manyara,,,Babati,,Africa/Dar_es_Salaam
161325,en,AF,Africa,TZ,Tanzania,01,Arusha,,,Arusha,,Africa/Dar_es_Salaam
162183,en,AS,Asia,TM,Turkmenistan,A,Ahal,,,Ashgabat,,Asia/Ashgabat
163843,en,AS,Asia,SY,Syria,,,,,,,Asia/Damascus
170017,en,AS,Asia,SY,Syria,HM,"Hama Governorate",,,Hama,,Asia/Damascus
170063,en,AS,Asia,SY,Syria,HL,"Aleppo Governorate",,,Aleppo,,Asia/Damascus
170654,en,AS,Asia,SY,Syria,DI,"Damascus Governorate",,,Damascus,,Asia/Damascus
173576,en,AS,Asia,SY,Syria,LA,"Latakia Governorate",,,Latakia,,Asia/Damascus
173578,en,AS,Asia,SY,Syria,LA,"Latakia Governorate",,,,,Asia/Damascus
174255,en,AS,Asia,SY,Syria,SU,"As-Suwayda Governorate",,,"Ad Darah",,Asia/Damascus
174875,en,AS,Asia,AM,Armenia,SU,"Syunik Province",,,Kapan,,Asia/Yerevan
174982,en,AS,Asia,AM,Armenia,,,,,,,Asia/Yerevan
174991,en,AS,Asia,AM,Armenia,AR,"Ararat Province",,,Ararat,,Asia/Yerevan
175007,en,AS,Asia,AM,Armenia,SU,"Syunik Province",,,Agarak,,Asia/Yerevan
175499,en,AF,Africa,ZM,Zambia,04,"Luapula Province",,,Nchelenge,,Africa/Lusaka
179330,en,AF,Africa,KE,Kenya,110,"Nairobi Province",,,Thika,,Africa/Nairobi
181656,en,AF,Africa,KE,Kenya,110,"Nairobi Province",,,Parklands,,Africa/Nairobi
182701,en,AF,Africa,KE,Kenya,36,"Nyeri District",,,Nyeri,,Africa/Nairobi
184622,en,AF,Africa,KE,Kenya,31,"Nakuru District",,,Nakuru,,Africa/Nairobi
184707,en,AF,Africa,KE,Kenya,31,"Nakuru District",,,Naivasha,,Africa/Nairobi
184742,en,AF,Africa,KE,Kenya,110,"Nairobi Province",,,,,Africa/Nairobi
184745,en,AF,Africa,KE,Kenya,110,"Nairobi Province",,,Nairobi,,Africa/Nairobi
186301,en,AF,Africa,KE,Kenya,28,"Mombasa District",,,Mombasa,,Africa/Nairobi
187028,en,AF,Africa,KE,Kenya,08,"Homa Bay District",,,Mbita,,Africa/Nairobi
187896,en,AF,Africa,KE,Kenya,24,"Mandera District",,,Mandera,,Africa/Nairobi
188492,en,AF,Africa,KE,Kenya,22,"Machakos District",,,Machakos,,Africa/Nairobi
191220,en,AF,Africa,KE,Kenya,42,"Trans Nzoia District",,,Kitale,,Africa/Nairobi
191245,en,AF,Africa,KE,Kenya,17,Kisumu,,,Kisumu,,Africa/Nairobi
191299,en,AF,Africa,KE,Kenya,16,"Kisii District",,,Kisii,,Africa/Nairobi
192067,en,AF,Africa,KE,Kenya,14,"Kilifi District",,,Kilifi,,Africa/Nairobi
192126,en,AF,Africa,KE,Kenya,13,"Kiambu District",,,Kikuyu,,Africa/Nairobi
192710,en,AF,Africa,KE,Kenya,13,"Kiambu District",,,Kiambu,,Africa/Nairobi
192900,en,AF,Africa,KE,Kenya,12,"Kericho District",,,Kericho,,Africa/Nairobi
192950,en,AF,Africa,KE,Kenya,,,,,,,Africa/Nairobi
195298,en,AF,Africa,KE,Kenya,10,"Kajiado District",,,Kajiado,,Africa/Nairobi
197745,en,AF,Africa,KE,Kenya,07,"Garissa District",,,Garissa,,Africa/Nairobi
198629,en,AF,Africa,KE,Kenya,44,"Uasin Gishu",,,Eldoret,,Africa/Nairobi
202061,en,AF,Africa,RW,Rwanda,01,Kigali,,,Kigali,,Africa/Kigali
203312,en,AF,Africa,CD,Congo,,,,,,,
216281,en,AF,Africa,CD,Congo,NK,"Nord Kivu",,,Goma,,Africa/Lubumbashi
223816,en,AF,Africa,DJ,Djibouti,,,,,,,Africa/Djibouti
226074,en,AF,Africa,UG,Uganda,,,,,,,Africa/Kampala
232422,en,AF,Africa,UG,Uganda,C,"Central Region",102,"Kampala District",Kampala,,Africa/Kampala
233114,en,AF,Africa,UG,Uganda,E,"Eastern Region",204,"Jinja District",Jinja,,Africa/Kampala
239880,en,AF,Africa,CF,"Central African Republic",,,,,,,Africa/Bangui
240498,en,AF,Africa,CF,"Central African Republic",MB,Mbomou,,,Bangassou,,Africa/Bangui
241131,en,AF,Africa,SC,Seychelles,16,"English River",,,Victoria,,Indian/Mahe
241150,en,AF,Africa,SC,Seychelles,23,Takamaka,,,Takamaka,,Indian/Mahe
241170,en,AF,Africa,SC,Seychelles,,,,,,,Indian/Mahe
241423,en,AF,Africa,SC,Seychelles,10,"Bel Ombre",,,"Bel Ombre",,Indian/Mahe
245785,en,AF,Africa,TD,Chad,OD,Ouadaï,,,Abéché,,Africa/Ndjamena
247068,en,AS,Asia,JO,"Hashemite Kingdom of Jordan",AJ,Ajloun,,,Sakib,,Asia/Amman
248370,en,AS,Asia,JO,"Hashemite Kingdom of Jordan",MD,Madaba,,,Madaba,,Asia/Amman
248816,en,AS,Asia,JO,"Hashemite Kingdom of Jordan",,,,,,,Asia/Amman
248875,en,AS,Asia,JO,"Hashemite Kingdom of Jordan",JA,Jerash,,,Jerash,,Asia/Amman
248946,en,AS,Asia,JO,"Hashemite Kingdom of Jordan",IR,Irbid,,,Irbid,,Asia/Amman
249842,en,AS,Asia,JO,"Hashemite Kingdom of Jordan",AT,Tafielah,,,Busayra,,Asia/Amman
250090,en,AS,Asia,JO,"Hashemite Kingdom of Jordan",AZ,Zarqa,,,Zarqa,,Asia/Amman
250258,en,AS,Asia,JO,"Hashemite Kingdom of Jordan",BA,Balqa,,,Salt,,Asia/Amman
250267,en,AS,Asia,JO,"Hashemite Kingdom of Jordan",KA,Karak,,,"As Safi",,Asia/Amman
250290,en,AS,Asia,JO,"Hashemite Kingdom of Jordan",MN,"Ma’an",,,"Ash Shawbak",,Asia/Amman
250441,en,AS,Asia,JO,"Hashemite Kingdom of Jordan",AM,"Amman Governorate",,,Amman,,Asia/Amman
250582,en,AS,Asia,JO,"Hashemite Kingdom of Jordan",MA,Mafraq,,,Mafraq,,Asia/Amman
250731,en,AS,Asia,JO,"Hashemite Kingdom of Jordan",AQ,Aqaba,,,"Al Burj",,Asia/Amman
250751,en,AS,Asia,JO,"Hashemite Kingdom of Jordan",BA,Balqa,,,,,Asia/Amman
251261,en,EU,Europe,GR,Greece,H,"Central Greece",04,Euboea,Zarakes,,Europe/Athens
251280,en,EU,Europe,GR,Greece,F,"Ionian Islands",21,"Nomos Zakynthou",Zakynthos,,Europe/Athens
251525,en,EU,Europe,GR,Greece,J,Peloponnese,15,Corinthia,Xylokastro,,Europe/Athens
251773,en,EU,Europe,GR,Greece,I,Attica,,,Vouliagmeni,,Europe/Athens
251780,en,EU,Europe,GR,Greece,I,Attica,,,Voula,,Europe/Athens
251823,en,EU,Europe,GR,Greece,G,"West Greece",01,Aitoloakarnania,Vonitsa,,Europe/Athens
251833,en,EU,Europe,GR,Greece,E,Thessaly,43,Magnesia,Volos,,Europe/Athens
252190,en,EU,Europe,GR,Greece,H,"Central Greece",04,Euboea,Vasiliko,,Europe/Athens
252239,en,EU,Europe,GR,Greece,G,"West Greece",14,"Ilia Prefecture",Vartholomio,,Europe/Athens
252270,en,EU,Europe,GR,Greece,I,Attica,,,Vari,,Europe/Athens
252291,en,EU,Europe,GR,Greece,G,"West Greece",14,"Ilia Prefecture",Varda,,Europe/Athens
252523,en,EU,Europe,GR,Greece,E,Thessaly,42,"Nomos Larisis",Tsaritsani,,Europe/Athens
252601,en,EU,Europe,GR,Greece,J,Peloponnese,12,Arcadia,Tripoli,,Europe/Athens
252664,en,EU,Europe,GR,Greece,E,Thessaly,44,Trikala,Trikala,,Europe/Athens
252685,en,EU,Europe,GR,Greece,L,"South Aegean",81,Dodecanese,Ialysos,,Europe/Athens
252848,en,EU,Europe,GR,Greece,E,Thessaly,42,"Nomos Larisis",Tyrnavos,,Europe/Athens
252854,en,EU,Europe,GR,Greece,L,"South Aegean",82,"Nomos Kykladon",Tinos,,Europe/Athens
252862,en,EU,Europe,GR,Greece,M,Crete,91,"Nomos Irakleiou",Tympaki,,Europe/Athens
252910,en,EU,Europe,GR,Greece,H,"Central Greece",03,"Nomos Voiotias",Thebes,,Europe/Athens
252920,en,EU,Europe,GR,Greece,L,"South Aegean",82,"Nomos Kykladon",Fira,,Europe/Athens
252939,en,EU,Europe,GR,Greece,D,Epirus,34,"Nomos Prevezis",Thesprotiko,,Europe/Athens
252989,en,EU,Europe,GR,Greece,E,Thessaly,42,"Nomos Larisis",Terpsithea,,Europe/Athens
253025,en,EU,Europe,GR,Greece,I,Attica,,,Tavros,,Europe/Athens
253302,en,EU,Europe,GR,Greece,I,Attica,,,Stamata,,Europe/Athens
253305,en,EU,Europe,GR,Greece,M,Crete,91,"Nomos Irakleiou",Stalida,,Europe/Athens
253356,en,EU,Europe,GR,Greece,I,Attica,,,Spetses,,Europe/Athens
253376,en,EU,Europe,GR,Greece,I,Attica,,,Spata,,Europe/Athens
253394,en,EU,Europe,GR,Greece,J,Peloponnese,16,Laconia,Sparti,,Europe/Athens
253396,en,EU,Europe,GR,Greece,I,Attica,,,Sparta,,Europe/Athens
253456,en,EU,Europe,GR,Greece,M,Crete,94,Chania,Souda,,Europe/Athens
253581,en,EU,Europe,GR,Greece,E,Thessaly,43,Magnesia,"Skopelos Town",,Europe/Athens
